net,length_um
_0982_,16.815
_2402_,16.815
o_req_addr[14],16.79
_2643_,16.775
_2829_,16.775
_2552_,16.745
_3196_,16.695
_2534_,16.655
decode.i_imm_pass\[4\],16.655
_2968_,16.64
_0582_,16.635
_2025_,16.635
_0774_,16.63
decode.oc_rf_ie\[3\],16.615
_2328_,16.605
_2631_,16.6
decode.i_imm_pass\[7\],16.6
decode.i_imm_pass\[15\],16.595
_3198_,16.585
_2335_,16.555
_2535_,16.55
_0247_,16.515
_2789_,16.515
_2246_,16.49
_2271_,16.475
_1655_,16.46
o_mem_addr[0],16.445
o_mem_req,16.445
_0850_,16.44
i_req_data[12],16.435
_2995_,16.42
_3257_,16.355
decode.oc_sreg_jal_over,16.355
_0012_,16.32
_0868_,16.315
_1363_,16.315
_1816_,16.315
_2741_,16.315
_3628_,16.315
_2288_,16.275
_1205_,16.26
_1117_,16.255
_2712_,16.25
_2489_,16.235
i_req_data[10],16.23
_1521_,16.22
_0925_,16.215
net34,16.2
_2425_,16.18
execute.prev_pc_high\[3\],16.175
_2300_,16.12
_2214_,16.11
_0645_,16.07
_2413_,16.06
_1964_,16.035
_1575_,16.03
_2469_,16.03
_2566_,16.03
_2675_,16.015
net52,16.01
i_mem_ack,15.985
_1048_,15.975
_3734_,15.975
_0748_,15.955
_2779_,15.955
_0872_,15.94
_2177_,15.935
_3175_,15.935
_3708_,15.9
_2170_,15.895
_0998_,15.85
_2212_,15.85
_0928_,15.775
i_req_data[17],15.765
_1031_,15.73
_2737_,15.73
_1618_,15.715
_2091_,15.715
_2089_,15.695
_2041_,15.68
i_req_data[31],15.645
_1894_,15.635
decode.oc_mem_width,15.635
execute.mem_stage_pc\[12\],15.605
_2520_,15.595
_2800_,15.595
_2447_,15.57
_1803_,15.525
_1553_,15.52
_0716_,15.48
_0731_,15.475
_0889_,15.475
_2304_,15.475
_2125_,15.45
_2738_,15.435
_3276_,15.43
_0798_,15.415
_2524_,15.4
_1158_,15.395
_2093_,15.39
_2268_,15.38
_2168_,15.355
_3238_,15.355
_3695_,15.34
_0953_,15.295
_2116_,15.28
_3639_,15.28
execute.mem_stage_pc\[10\],15.275
_2077_,15.26
_2199_,15.23
_2264_,15.215
_3255_,15.215
net33,15.215
execute.mem_stage_pc\[14\],15.19
_2389_,15.135
fetch.out_buffer_data_instr\[14\],15.135
_2440_,15.11
_0576_,15.075
_2987_,15.05
_2731_,15.015
_2974_,15.015
_1744_,14.995
_1602_,14.975
_2367_,14.915
_2459_,14.895
_2003_,14.885
_2471_,14.865
_1012_,14.84
_2160_,14.82
i_core_int_sreg[12],14.805
_2629_,14.8
_2217_,14.76
_3260_,14.755
_2336_,14.735
_2250_,14.73
_2646_,14.675
_2146_,14.635
_0620_,14.63
_2428_,14.615
_3168_,14.615
execute.sreg_irq_flags.o_d\[4\],14.615
_1881_,14.595
_3067_,14.595
_0991_,14.57
_1139_,14.555
_1279_,14.555
_3347_,14.54
_3028_,14.515
_3339_,14.51
_1956_,14.49
_2099_,14.475
_0306_,14.46
_2429_,14.435
execute.prev_pc_high\[1\],14.425
_2152_,14.395
_1108_,14.39
_2138_,14.39
_2245_,14.39
_3054_,14.365
_0605_,14.3
_2575_,14.235
_3724_,14.215
fetch.out_buffer_data_instr\[10\],14.215
execute.sreg_scratch.o_d\[12\],14.205
_2406_,14.195
_0801_,14.19
dbg_in[0],14.19
i_req_data[15],14.18
_0869_,14.175
_0932_,14.175
_2623_,14.175
_2021_,14.14
_2674_,14.14
_2232_,14.105
_2098_,14.095
_2553_,14.095
_2795_,14.095
_0990_,14.08
_2314_,14.08
decode.oc_rf_ie\[2\],14.075
_3777_,14.07
_0391_,14.055
dbg_r0[13],14
_0983_,13.935
_2715_,13.92
_3785_,13.92
_3259_,13.895
i_req_data[22],13.885
_0967_,13.88
_2375_,13.88
_2403_,13.855
_0369_,13.845
_2536_,13.835
i_req_data[5],13.835
_2265_,13.815
_0261_,13.805
_2222_,13.805
_3580_,13.8
o_mem_data[13],13.785
o_mem_data[8],13.785
_3836_,13.78
_3275_,13.75
execute.sreg_jtr_buff.o_d\[2\],13.75
fetch.out_buffer_data_instr\[16\],13.745
_2382_,13.735
_0823_,13.73
_3789_,13.715
_0516_,13.685
_1851_,13.68
_2002_,13.68
_3803_,13.68
_2478_,13.675
execute.sreg_scratch.o_d\[15\],13.675
_3088_,13.655
decode.i_imm_pass\[2\],13.655
_0708_,13.635
_1414_,13.615
_0825_,13.61
_2586_,13.6
_0955_,13.595
_0975_,13.595
_2273_,13.595
_1959_,13.59
_1791_,13.585
o_mem_data[9],13.57
_2036_,13.555
i_req_data[0],13.55
dbg_out[16],13.54
dbg_out[31],13.54
_0824_,13.515
_3032_,13.515
_1102_,13.51
_2432_,13.505
_1809_,13.465
_2255_,13.435
_2692_,13.355
o_mem_data[14],13.325
execute.sreg_scratch.o_d\[8\],13.295
net160,13.295
_2474_,13.26
_2322_,13.255
_2582_,13.255
_2703_,13.255
_3732_,13.255
execute.sreg_priv_control.o_d\[15\],13.23
_2369_,13.22
_3840_,13.22
_1996_,13.175
_2171_,13.175
_2619_,13.175
_3293_,13.16
_1712_,13.14
_0892_,13.1
_1020_,13.055
_2063_,13.055
_2191_,13.055
_2070_,13.01
_2799_,13.01
_3059_,13.01
_2124_,12.975
_3139_,12.935
execute.sreg_scratch.o_d\[0\],12.925
_1210_,12.915
execute.mem_stage_pc\[7\],12.915
execute.sreg_irq_flags.o_d\[1\],12.9
_1006_,12.85
_2068_,12.84
_1419_,12.835
_3030_,12.835
o_instr_long_addr[7],12.83
sr_bus_addr[2],12.83
sr_bus_addr[6],12.83
sr_bus_data_o[7],12.83
sr_bus_we,12.83
_1104_,12.815
execute.sreg_scratch.o_d\[3\],12.81
_1090_,12.795
_2740_,12.795
_3078_,12.77
i_req_data[27],12.76
_2458_,12.755
_2090_,12.735
_0943_,12.72
decode.oc_r_bus_imm,12.72
_1494_,12.715
_1961_,12.715
_0150_,12.705
_2126_,12.705
_1083_,12.695
_1224_,12.695
_2015_,12.695
_1958_,12.67
_2584_,12.67
_0312_,12.665
_1920_,12.64
_2355_,12.64
_0653_,12.62
dbg_out[0],12.62
_2437_,12.615
_2449_,12.595
i_req_data[16],12.59
_2039_,12.575
_3655_,12.575
fetch.out_buffer_data_instr\[23\],12.555
_2485_,12.54
_2498_,12.54
decode.oc_used_operands\[1\],12.54
_1984_,12.535
fetch.out_buffer_data_instr\[17\],12.525
o_mem_sel[1],12.525
_2330_,12.515
_3657_,12.5
_0673_,12.495
_2356_,12.48
_1493_,12.475
_2565_,12.455
_3112_,12.455
execute.sreg_irq_flags.o_d\[0\],12.435
_0873_,12.405
_3620_,12.395
_2767_,12.375
_2817_,12.355
_1440_,12.335
_2656_,12.335
_1771_,12.31
i_req_data[7],12.305
o_req_addr[11],12.305
_0125_,12.3
_2269_,12.255
_1969_,12.25
_2670_,12.235
_2108_,12.215
_3640_,12.195
_2785_,12.19
_1427_,12.16
_1010_,12.155
_3661_,12.155
o_req_addr[8],12.15
_2561_,12.135
_1693_,12.095
_2181_,12.075
_2023_,12.055
_2791_,12.035
fetch.submitable,12.035
_2620_,12.015
_2043_,11.99
_2410_,11.99
_1977_,11.955
_2424_,11.955
_2911_,11.955
_2600_,11.945
_0652_,11.94
_0624_,11.92
_2165_,11.915
_2532_,11.91
_3795_,11.88
fetch.out_buffer_data_instr\[11\],11.88
_2526_,11.875
_1192_,11.835
_2209_,11.835
_2299_,11.835
_2308_,11.835
_2326_,11.835
_2809_,11.835
fetch.out_buffer_data_instr\[24\],11.81
o_c_data_page,11.81
o_req_addr[15],11.81
_0229_,11.795
_1780_,11.795
_3206_,11.795
_2235_,11.78
_0283_,11.775
_2109_,11.75
i_disable,11.75
_0033_,11.74
dbg_r0[11],11.72
dbg_r0[2],11.72
_3076_,11.715
_3041_,11.695
_2197_,11.675
decode.i_imm_pass\[1\],11.67
_3735_,11.635
_2442_,11.63
_0268_,11.62
fetch.out_buffer_data_instr\[3\],11.61
_2231_,11.585
_2811_,11.575
_2295_,11.57
_3698_,11.55
execute.sreg_priv_control.o_d\[9\],11.535
execute.sreg_priv_control.o_d\[13\],11.52
_1997_,11.515
_1963_,11.495
_2603_,11.495
_2198_,11.49
_3172_,11.49
_2467_,11.485
o_instr_long_addr[4],11.47
sr_bus_addr[10],11.47
i_irq,11.46
_3029_,11.455
execute.mem_stage_pc\[11\],11.455
dbg_in[3],11.435
_2103_,11.43
fetch.out_buffer_data_instr\[6\],11.42
net38,11.415
_0008_,11.4
execute.sreg_priv_control.o_d\[4\],11.4
_0973_,11.395
_2801_,11.38
_2358_,11.375
_3359_,11.355
i_req_data[25],11.345
_1417_,11.34
_2652_,11.34
_0951_,11.335
_3048_,11.335
execute.mem_stage_pc\[1\],11.335
_1953_,11.33
_3680_,11.3
_3052_,11.295
_3124_,11.295
_0463_,11.285
_3000_,11.26
dbg_out[18],11.26
dbg_out[33],11.26
dbg_pc[7],11.26
_3096_,11.255
_3585_,11.255
_1463_,11.245
o_instr_long_addr[6],11.245
o_mem_addr[1],11.245
o_mem_addr_high[0],11.245
_1144_,11.24
_1788_,11.24
_2131_,11.21
_0452_,11.205
_1458_,11.2
_1240_,11.18
_2122_,11.18
_1584_,11.17
_1611_,11.17
_2581_,11.155
_1220_,11.12
_1249_,11.12
_1022_,11.115
_1392_,11.115
_1596_,11.115
_1475_,11.095
_2401_,11.095
_2004_,11.09
_0988_,11.075
_2825_,11.075
net169,11.075
_0253_,11.04
_0538_,11.035
_2065_,11.035
_2350_,11.035
_2075_,11.02
dbg_in[1],11.02
_2898_,11.015
_0718_,11
_1430_,10.995
_2196_,10.995
_2259_,10.995
_3634_,10.995
dbg_in[2],10.975
_2379_,10.96
_1974_,10.955
i_req_data[13],10.95
i_req_data[14],10.95
_1684_,10.935
_1947_,10.93
_2947_,10.92
_2461_,10.88
_2784_,10.88
_0013_,10.875
_0650_,10.875
_1434_,10.875
_2805_,10.875
_3126_,10.875
_1796_,10.86
fetch.out_buffer_data_instr\[22\],10.86
_0128_,10.855
_3229_,10.835
_1761_,10.805
dbg_out[3],10.8
dbg_pc[12],10.8
i_req_data[2],10.785
_0977_,10.78
dbg_out[34],10.76
_0634_,10.74
execute.sreg_priv_control.o_d\[5\],10.72
_2135_,10.715
_2504_,10.715
fetch.out_buffer_data_instr\[30\],10.715
_1696_,10.695
_0833_,10.655
_2871_,10.655
_3266_,10.655
_0393_,10.63
_0292_,10.62
_0972_,10.615
_2307_,10.615
_0376_,10.605
_1936_,10.595
_2332_,10.595
decode.i_imm_pass\[9\],10.595
i_core_int_sreg[1],10.59
_1601_,10.58
_2934_,10.58
_3707_,10.58
_3187_,10.575
_3346_,10.575
_3376_,10.555
_0250_,10.535
_0460_,10.535
_2431_,10.535
_3719_,10.535
execute.sreg_priv_control.o_d\[10\],10.535
net191,10.535
_3211_,10.51
_0211_,10.505
_1283_,10.495
_2506_,10.495
_1456_,10.47
_1970_,10.47
_2681_,10.46
_2775_,10.46
_2538_,10.455
fetch.out_buffer_data_instr\[15\],10.455
fetch.out_buffer_data_instr\[19\],10.455
sr_bus_data_o[12],10.45
decode.i_submit,10.435
_1705_,10.415
_2026_,10.415
_0244_,10.375
_2270_,10.375
_1382_,10.36
_1507_,10.36
dbg_out[20],10.34
dbg_out[22],10.34
dbg_out[8],10.34
_3115_,10.335
decode.i_imm_pass\[14\],10.335
_0971_,10.33
_3453_,10.32
_0266_,10.315
decode.i_imm_pass\[6\],10.315
_1572_,10.295
_2819_,10.295
_1758_,10.29
_1986_,10.29
o_c_instr_page,10.285
o_instr_long_addr[5],10.285
sr_bus_addr[8],10.285
sr_bus_data_o[1],10.285
sr_bus_data_o[5],10.285
_2519_,10.28
_0792_,10.275
execute.mem_stage_pc\[8\],10.26
_0719_,10.2
_2082_,10.195
_3246_,10.195
fetch.out_buffer_data_instr\[13\],10.18
_3244_,10.175
_2933_,10.17
_3193_,10.17
_2885_,10.155
fetch.out_buffer_data_instr\[5\],10.135
_0984_,10.13
_2546_,10.125
_2448_,10.115
_2781_,10.115
_3786_,10.115
o_instr_long_addr[2],10.11
sr_bus_addr[14],10.11
sr_bus_addr[4],10.11
sr_bus_addr[5],10.11
sr_bus_addr[9],10.11
sr_bus_data_o[11],10.11
decode.i_imm_pass\[11\],10.1
_1384_,10.095
_2671_,10.095
_2916_,10.095
_1910_,10.08
_2066_,10.075
_2353_,10.075
_0458_,10.04
fetch.out_buffer_data_instr\[7\],10.04
_0423_,10.035
_0447_,10.035
_0752_,10.035
_0759_,10.035
_1023_,10.035
_1289_,10.035
_2537_,10.035
_2583_,10.035
_3723_,10.035
fetch.out_buffer_data_instr\[1\],10.035
fetch.prev_req_branch_pred,10.035
_2230_,10.03
_0894_,10.015
o_mem_data[3],10.01
_2900_,10
_2411_,9.995
_0401_,9.965
_1632_,9.955
_2327_,9.955
_2423_,9.955
_3278_,9.955
o_req_addr[10],9.945
net51,9.915
i_core_int_sreg[6],9.91
_0043_,9.905
_2354_,9.9
_1195_,9.88
_3335_,9.88
dbg_out[14],9.88
dbg_r0[3],9.88
_0462_,9.855
_2028_,9.835
_2339_,9.83
_0723_,9.82
_2505_,9.815
decode.oc_rf_ie\[0\],9.775
_1933_,9.77
_1882_,9.74
_2045_,9.735
_2941_,9.735
_3129_,9.735
_2017_,9.73
fetch.out_buffer_data_instr\[12\],9.72
_2142_,9.71
_3132_,9.695
_3776_,9.695
decode.i_imm_pass\[13\],9.68
_1445_,9.655
_2224_,9.655
_2782_,9.655
execute.mem_stage_pc\[0\],9.655
_0989_,9.635
_3817_,9.615
net49,9.615
_1863_,9.61
o_mem_addr[2],9.605
o_mem_addr[3],9.605
o_mem_addr[4],9.605
o_mem_addr[5],9.605
o_mem_addr_high[6],9.605
o_mem_data[10],9.605
o_mem_data[12],9.605
o_mem_data[15],9.605
o_mem_sel[0],9.605
o_req_active,9.605
o_req_addr[0],9.605
o_req_addr[6],9.605
_1079_,9.595
_3756_,9.595
_0337_,9.585
_0026_,9.58
execute.mem_stage_pc\[15\],9.58
_1878_,9.575
_2366_,9.575
_2624_,9.575
_2836_,9.575
_2554_,9.57
_0534_,9.555
_3701_,9.555
o_instr_long_addr[3],9.545
o_mem_addr[10],9.545
o_req_addr[9],9.545
sr_bus_data_o[2],9.545
sr_bus_data_o[3],9.545
sr_bus_data_o[6],9.545
sr_bus_data_o[8],9.545
sr_bus_data_o[9],9.545
_2100_,9.535
_2195_,9.535
execute.mem_stage_pc\[3\],9.515
_1472_,9.495
_2832_,9.495
_3475_,9.49
_1503_,9.475
_1951_,9.475
_3147_,9.455
_3796_,9.455
fetch.out_buffer_data_instr\[2\],9.455
_1179_,9.45
_1931_,9.435
_2970_,9.435
_2187_,9.43
_0891_,9.42
_2854_,9.42
_3324_,9.42
dbg_out[13],9.42
dbg_pc[0],9.42
dbg_r0[8],9.42
fetch.out_buffer_data_instr\[29\],9.42
net186,9.42
_0461_,9.4
fetch.out_buffer_data_pred,9.395
o_mem_addr[6],9.39
o_mem_addr_high[1],9.39
o_mem_addr_high[2],9.39
o_mem_addr_high[3],9.39
o_mem_addr_high[4],9.39
o_mem_addr_high[5],9.39
o_mem_we,9.39
_3767_,9.375
_2453_,9.365
_1285_,9.36
_2305_,9.35
_1246_,9.34
fetch.out_buffer_data_instr\[4\],9.335
_3784_,9.325
_0432_,9.295
_2073_,9.295
_2223_,9.285
_1914_,9.275
_2272_,9.275
_2573_,9.275
_2324_,9.26
_0296_,9.24
_2996_,9.235
_2001_,9.215
_2378_,9.215
_2483_,9.215
sr_bus_addr[0],9.205
sr_bus_addr[15],9.205
_0817_,9.195
_0968_,9.195
_1466_,9.195
_3273_,9.195
_3296_,9.195
_3125_,9.175
_0239_,9.155
_1437_,9.155
_3081_,9.155
_3390_,9.155
_3832_,9.155
_2438_,9.14
_3358_,9.135
_2164_,9.12
_0938_,9.115
_2399_,9.115
_1668_,9.11
_1805_,9.095
_2140_,9.095
i_core_int_sreg[3],9.085
i_core_int_sreg[5],9.085
i_core_int_sreg[7],9.085
i_core_int_sreg[9],9.085
i_mc_core_int,9.085
_3798_,9.08
_0449_,9.035
_0592_,9.035
_2102_,9.035
_3710_,9.035
_1520_,9.025
_1457_,9.015
_3235_,8.995
decode.i_imm_pass\[10\],8.995
_2521_,8.99
_3728_,8.985
decode.i_imm_pass\[12\],8.985
_1426_,8.98
_2251_,8.975
_3827_,8.96
dbg_out[15],8.96
dbg_out[17],8.96
dbg_out[29],8.96
dbg_out[30],8.96
dbg_out[32],8.96
dbg_out[5],8.96
dbg_out[6],8.96
dbg_out[7],8.96
dbg_pc[4],8.96
_1390_,8.955
_0126_,8.94
_2086_,8.935
_2132_,8.935
_0570_,8.915
_3218_,8.915
_1093_,8.9
_2363_,8.9
_3005_,8.895
_3388_,8.875
execute.mem_stage_pc\[2\],8.875
_2283_,8.85
_1811_,8.825
_0577_,8.815
_3647_,8.815
_3685_,8.815
_1721_,8.8
fetch.out_buffer_data_instr\[26\],8.8
_1844_,8.795
_1292_,8.775
_1324_,8.775
_1765_,8.76
_1184_,8.755
o_req_addr[13],8.75
i_core_int_sreg[0],8.745
i_core_int_sreg[10],8.745
i_core_int_sreg[2],8.745
i_core_int_sreg[4],8.745
i_core_int_sreg[8],8.745
net253,8.745
_0616_,8.735
_1722_,8.735
_2239_,8.735
_0230_,8.7
_1005_,8.695
_1202_,8.695
_2951_,8.695
_3163_,8.695
_3838_,8.695
_2216_,8.675
_2558_,8.67
decode.i_instr_l\[0\],8.67
_0087_,8.665
_0194_,8.665
_0217_,8.665
_0385_,8.665
_0468_,8.665
_0498_,8.665
_2421_,8.655
_2690_,8.655
_2897_,8.655
_3025_,8.655
_3609_,8.655
_3679_,8.655
_3284_,8.64
execute.sreg_scratch.o_d\[9\],8.63
_1222_,8.62
_2660_,8.62
_3022_,8.62
_0329_,8.615
_1879_,8.615
_1979_,8.615
_2247_,8.615
_2256_,8.615
_3551_,8.615
_0686_,8.59
_2845_,8.575
_3727_,8.575
fetch.out_buffer_data_instr\[0\],8.565
_2347_,8.56
_2705_,8.56
_2864_,8.56
_2473_,8.555
_0082_,8.545
_3476_,8.535
_0201_,8.525
_0074_,8.515
_0893_,8.5
_1690_,8.5
_3111_,8.5
_3615_,8.5
dbg_out[10],8.5
dbg_out[11],8.5
dbg_out[12],8.5
dbg_out[19],8.5
dbg_out[1],8.5
dbg_out[21],8.5
dbg_out[23],8.5
dbg_out[24],8.5
dbg_out[25],8.5
dbg_out[26],8.5
dbg_out[27],8.5
dbg_out[28],8.5
dbg_out[2],8.5
dbg_out[4],8.5
dbg_out[9],8.5
dbg_pc[10],8.5
dbg_pc[11],8.5
dbg_pc[13],8.5
dbg_pc[14],8.5
dbg_pc[15],8.5
dbg_pc[1],8.5
dbg_pc[2],8.5
dbg_pc[3],8.5
dbg_pc[5],8.5
dbg_pc[6],8.5
dbg_pc[8],8.5
dbg_pc[9],8.5
dbg_r0[0],8.5
dbg_r0[10],8.5
dbg_r0[12],8.5
dbg_r0[14],8.5
dbg_r0[15],8.5
dbg_r0[1],8.5
dbg_r0[4],8.5
dbg_r0[5],8.5
dbg_r0[6],8.5
dbg_r0[7],8.5
dbg_r0[9],8.5
_3484_,8.495
_2441_,8.49
_0274_,8.48
_2463_,8.475
_1502_,8.455
_1760_,8.455
_2494_,8.435
_2677_,8.435
_0655_,8.42
_3071_,8.42
_2323_,8.415
_3288_,8.415
_1097_,8.4
_2144_,8.395
_0443_,8.38
_1950_,8.37
_0084_,8.355
_2501_,8.355
_2601_,8.35
execute.sreg_priv_control.o_d\[14\],8.34
_0950_,8.335
_1978_,8.33
_0225_,8.325
_0315_,8.325
_0351_,8.325
_0411_,8.325
_0778_,8.315
_2016_,8.315
_2533_,8.315
decode.i_imm_pass\[5\],8.315
execute.sreg_scratch.o_d\[5\],8.315
execute.sreg_scratch.o_d\[14\],8.295
_1522_,8.29
net35,8.28
_1268_,8.275
_1973_,8.275
_3017_,8.275
_3240_,8.275
_1272_,8.235
_1561_,8.235
_2542_,8.235
_3251_,8.235
_0771_,8.23
_2262_,8.21
_2276_,8.21
_0076_,8.205
_0497_,8.205
_0763_,8.2
_2733_,8.195
fetch.out_buffer_data_instr\[21\],8.195
_1008_,8.175
_2285_,8.175
execute.sreg_scratch.o_d\[13\],8.17
_0805_,8.16
_2312_,8.16
_0963_,8.155
_1243_,8.155
_1271_,8.155
_1646_,8.155
_1852_,8.155
_1919_,8.155
_2291_,8.155
_3026_,8.155
_3138_,8.155
_3162_,8.155
_3258_,8.155
_3746_,8.14
_3343_,8.135
_2416_,8.12
_1593_,8.115
_2096_,8.115
_2938_,8.115
_1785_,8.1
_3829_,8.1
_3002_,8.095
execute.mem_stage_pc\[9\],8.095
fetch.flush_event_invalidate,8.095
_0986_,8.09
_1477_,8.075
_2638_,8.075
_2115_,8.055
_3001_,8.055
_3080_,8.04
_0267_,8.025
_0603_,8.02
_1891_,7.995
_3189_,7.995
_0979_,7.99
_2460_,7.975
_2765_,7.955
_0335_,7.945
_0473_,7.91
_1074_,7.91
_1716_,7.91
_1829_,7.91
_2056_,7.91
_0353_,7.895
_1054_,7.895
_1726_,7.895
_2883_,7.895
_3498_,7.895
_3512_,7.895
_3778_,7.895
_2163_,7.89
_1096_,7.875
_3237_,7.87
_1840_,7.855
_2243_,7.855
_2254_,7.855
execute.sreg_priv_control.o_d\[6\],7.835
fetch.out_buffer_data_instr\[18\],7.83
fetch.out_buffer_data_instr\[9\],7.83
_0062_,7.82
_0410_,7.82
_2751_,7.82
_0882_,7.815
_1745_,7.815
_3180_,7.815
_3382_,7.815
_0205_,7.775
_0846_,7.775
_0852_,7.775
_0926_,7.775
_2614_,7.775
_2929_,7.775
_3702_,7.775
_2092_,7.77
_3745_,7.77
_0493_,7.755
_1992_,7.75
_0969_,7.735
_1653_,7.735
_2282_,7.735
_3019_,7.735
_3199_,7.735
_3483_,7.735
execute.mem_stage_pc\[13\],7.735
_1217_,7.715
_3010_,7.715
_2208_,7.71
fetch.out_buffer_data_instr\[20\],7.71
_1512_,7.705
_0886_,7.7
_1326_,7.7
_1932_,7.7
_2609_,7.69
_1151_,7.67
_1483_,7.67
_0625_,7.655
_2202_,7.655
_1444_,7.64
_1141_,7.635
_0541_,7.615
_0227_,7.6
_3281_,7.595
_0961_,7.58
_3461_,7.575
_0660_,7.57
_0921_,7.57
_1287_,7.57
_1293_,7.57
_3441_,7.57
o_icache_flush,7.565
o_instr_long_addr[1],7.565
sr_bus_addr[11],7.565
sr_bus_addr[12],7.565
sr_bus_addr[13],7.565
sr_bus_addr[1],7.565
sr_bus_addr[3],7.565
sr_bus_addr[7],7.565
sr_bus_data_o[0],7.565
sr_bus_data_o[10],7.565
sr_bus_data_o[13],7.565
sr_bus_data_o[14],7.565
sr_bus_data_o[15],7.565
sr_bus_data_o[4],7.565
_0595_,7.56
_2771_,7.56
_1018_,7.555
execute.prev_pc_high\[6\],7.54
_0245_,7.535
_3758_,7.52
_2716_,7.495
_2710_,7.49
_2693_,7.475
_1531_,7.46
_1270_,7.435
_1299_,7.435
_2971_,7.435
_3503_,7.435
_3575_,7.435
_3635_,7.435
_3712_,7.435
_3825_,7.435
_3411_,7.425
_0987_,7.415
_1485_,7.415
_3463_,7.415
_3535_,7.415
_0754_,7.41
_3197_,7.41
execute.prev_pc_high\[7\],7.41
_0165_,7.4
_3659_,7.4
_0554_,7.395
_1058_,7.395
_1191_,7.395
_1671_,7.395
_1793_,7.395
_2094_,7.395
_2194_,7.395
_2821_,7.395
_2954_,7.395
_2985_,7.395
_3261_,7.395
_3385_,7.395
_3637_,7.395
fetch.out_buffer_data_instr\[8\],7.395
clknet_leaf_1_i_clk,7.37
_0003_,7.36
_0017_,7.36
_0081_,7.36
_0255_,7.36
_0258_,7.36
_2301_,7.35
_0636_,7.315
_2151_,7.315
_2810_,7.315
_3744_,7.315
_3824_,7.315
decode.oc_alu_flags_ie,7.315
_0994_,7.31
_0160_,7.305
_1526_,7.29
_2038_,7.29
_1116_,7.285
_0617_,7.275
_0818_,7.275
_0964_,7.275
_1258_,7.275
_2219_,7.275
_3270_,7.275
_3283_,7.275
_3312_,7.275
net188,7.275
_3833_,7.255
_2352_,7.25
_1056_,7.24
_1545_,7.24
_2641_,7.24
_0236_,7.23
_1876_,7.22
_0320_,7.205
_1152_,7.2
_0451_,7.195
_2384_,7.195
_3450_,7.195
execute.sreg_priv_control.o_d\[11\],7.19
_2727_,7.18
_3201_,7.155
_1983_,7.15
_2606_,7.15
execute.sreg_scratch.o_d\[7\],7.15
net42,7.15
_0456_,7.14
_0724_,7.135
_3412_,7.13
_0890_,7.12
_1073_,7.12
_2562_,7.12
fetch.out_buffer_data_instr\[31\],7.105
_1571_,7.1
_0981_,7.09
_3482_,7.09
_1476_,7.08
_3181_,7.07
_3140_,7.055
execute.sreg_priv_control.o_d\[8\],7.055
_2587_,7.04
fetch.out_buffer_data_instr\[27\],7.035
_2281_,7.03
_0330_,7.005
_0111_,7
_0841_,6.975
_0895_,6.975
_1002_,6.975
_1296_,6.975
_1424_,6.975
_3034_,6.975
_3519_,6.975
_3540_,6.975
_3752_,6.975
_0321_,6.965
_1275_,6.955
_2048_,6.955
_2783_,6.955
_3711_,6.94
_0789_,6.935
_1049_,6.935
_1320_,6.935
_2007_,6.935
_2419_,6.935
_2899_,6.935
